#Frame      Mode1    Mode2    Mode3
    3271  -13.079    0.282    0.155
    3272  -14.141   -3.403    1.464
    3273  -14.144   -2.137    0.929
    3274  -15.583   -0.019   -1.265
    3275  -14.317   -0.338   -0.399
    3276  -15.665   -0.477   -1.516
    3277  -15.055   -3.314    1.135
    3278  -15.055   -2.445    0.960
    3279  -14.045   -1.385   -0.651
    3280  -16.699   -1.345   -0.020
    3281  -14.887   -0.578   -0.379
    3282  -13.824    0.336    0.468
    3283  -14.517   -2.343    0.105
    3284  -13.898   -1.691    0.715
    3285  -14.909   -0.559   -0.496
    3286  -14.384   -1.764    1.393
    3287  -15.649   -1.788    1.608
    3288  -12.641   -2.196    0.263
    3289  -14.392   -0.454   -1.027
    3290  -15.242   -1.379   -0.445
    3291  -16.481   -0.426    0.069
    3292  -14.954   -2.188   -0.226
    3293  -13.235   -2.021   -0.902
    3294  -13.421   -1.381   -0.366
    3295  -13.726    1.268   -0.411
    3296  -16.213   -1.206    0.209
    3297  -14.967    0.044   -1.123
    3298  -13.051   -1.112    0.343
    3299  -16.312   -0.504   -1.866
    3300  -16.154   -1.854   -0.699
    3301  -14.484   -2.631   -1.059
    3302  -15.474   -3.230   -1.137
    3303  -15.442   -3.105   -1.659
    3304  -15.137   -1.381   -0.480
    3305  -15.374   -1.940    0.058
    3306  -15.185   -0.892    0.571
    3307  -16.116   -3.352   -0.853
    3308  -14.606   -1.893    1.144
    3309  -17.071   -2.402   -0.741
    3310  -15.376   -0.240   -2.111
    3311  -15.817   -4.522    0.583
    3312  -15.882    0.519   -2.807
    3313  -16.445   -1.872    0.927
    3314  -16.781   -0.246   -0.124
    3315  -15.384   -2.094   -1.671
    3316  -14.114   -2.657   -1.066
    3317  -14.079    0.217   -1.699
    3318  -14.802    0.642   -2.844
    3319  -15.343   -1.459   -3.889
    3320  -16.625   -0.496   -0.729
    3321  -16.220   -2.379   -1.599
    3322  -16.883    0.478   -1.535
    3323  -16.686   -0.417   -1.141
    3324  -16.688   -0.331   -0.160
    3325  -14.376   -1.003    0.139
    3326  -16.407    0.445   -1.968
    3327  -16.428    0.398   -0.576
    3328  -15.435   -1.276   -1.831
    3329  -17.617   -1.095   -1.899
    3330  -15.337   -0.863   -0.848
    3331  -16.356   -2.138   -0.146
    3332  -14.270    0.157   -0.798
    3333  -13.955   -1.387   -0.038
    3334  -16.059   -1.745    1.405
    3335  -16.099    1.306    1.600
    3336  -11.714   -0.707    2.015
    3337  -14.098    0.469    1.777
    3338  -14.767   -3.301   -1.842
    3339  -15.981   -1.006   -1.687
    3340  -13.539   -2.660   -2.020
    3341  -13.307    1.128   -2.158
    3342  -17.150   -0.710   -2.346
    3343  -17.858    1.644   -2.714
    3344  -16.563    1.997   -2.104
    3345  -17.014    1.057   -1.683
    3346  -14.551    0.475   -3.903
    3347  -17.734   -0.848    0.023
    3348  -14.600    1.115   -1.824
    3349  -12.653   -0.038   -2.171
    3350  -15.083    0.692   -2.010
    3351  -16.915   -0.109   -1.167
    3352  -14.702    0.498   -3.361
    3353  -14.567   -0.809   -1.980
    3354  -14.228    2.179   -2.854
    3355  -16.971    1.196   -1.410
    3356  -15.406   -1.865   -1.168
    3357  -14.057   -1.175    0.155
    3358  -17.564   -2.104   -1.972
    3359  -16.446   -1.855    0.097
    3360  -16.644   -1.834   -1.454
    3361  -15.593   -2.596   -0.374
    3362  -16.539   -1.921    0.396
    3363  -15.595   -0.753   -1.170
    3364  -16.707   -0.581   -0.977
    3365  -14.705    0.004   -0.655
    3366  -13.734    0.389   -0.751
    3367  -15.009   -0.861   -1.184
    3368  -14.048   -0.195   -1.958
    3369  -15.543   -1.977   -1.307
    3370  -15.341   -1.350   -2.345
    3371  -14.537   -0.381   -2.773
    3372  -14.527   -1.208   -1.796
    3373  -15.856    1.513   -0.074
    3374  -14.337    0.978   -1.169
    3375  -14.854   -1.234    0.851
    3376  -16.154    0.065   -1.444
    3377  -15.136   -1.055   -0.171
    3378  -16.043   -1.643   -1.669
    3379  -14.318   -1.665   -0.156
    3380  -14.690   -0.999    0.937
    3381  -15.178   -1.165    0.047
    3382  -15.524   -0.484    0.736
    3383  -16.832    0.651   -1.125
    3384  -15.909    1.522   -1.443
    3385  -16.951   -1.774   -0.715
    3386  -15.196   -0.104   -1.525
    3387  -11.867   -1.304   -0.272
    3388  -15.049   -3.225   -0.320
    3389  -15.911   -2.518   -0.913
    3390  -15.831    0.488   -1.075
    3391  -16.507   -4.042    0.673
    3392  -15.227   -2.178    0.775
    3393  -15.869    0.506   -1.068
    3394  -15.161   -1.712   -0.268
    3395  -14.250   -2.215   -0.516
    3396  -14.222    1.246    3.332
    3397  -14.446   -3.300    0.858
    3398  -15.052   -0.999    1.120
    3399  -14.912   -2.624    0.342
    3400  -14.789   -2.695   -1.407
    3401  -17.363   -2.529   -0.914
    3402  -14.019   -2.714   -0.847
    3403  -13.991   -3.513   -1.443
    3404  -15.569   -2.165    0.142
    3405  -15.677   -1.474    0.097
    3406  -15.972    0.939    1.041
    3407  -14.360    0.209   -3.338
    3408  -16.155    0.508    2.523
    3409  -14.824   -1.018    2.778
    3410  -13.781    0.101    2.230
    3411  -14.770    0.411    2.230
    3412  -17.091    0.084    2.127
    3413  -14.748    2.380    0.348
    3414  -15.308    0.034    2.197
    3415  -13.896   -1.655    4.200
    3416  -13.871    0.930    4.413
    3417   -9.536   -0.485    5.756
    3418  -12.796   -2.590    3.754
    3419  -13.752    0.024    5.405
    3420  -16.968   -2.536    4.049
    3421  -14.155   -0.754    1.802
    3422  -14.521   -2.009    1.744
    3423  -14.699   -3.332    3.273
    3424  -17.042    0.113    4.006
    3425  -15.939   -1.462    2.436
    3426  -15.526   -1.843    1.724
    3427  -13.527   -0.901    3.108
    3428  -16.106   -0.068    2.530
    3429  -13.293   -3.125    2.685
    3430  -13.131   -0.503    3.091
    3431  -14.576   -2.812    5.065
    3432  -14.857   -1.371    3.063
    3433  -16.065   -3.057    4.925
    3434  -14.678   -2.464    3.934
    3435  -15.165   -1.799    5.935
    3436  -14.437   -3.439    4.388
    3437  -14.893   -0.559    3.947
    3438  -14.606    0.642    3.854
    3439  -14.416   -0.928    2.452
    3440  -14.737    1.023    3.585
    3441  -14.182    0.095    4.759
    3442  -16.418   -1.375    2.575
    3443  -15.104   -0.154    3.874
    3444  -16.074   -0.450    3.074
    3445  -14.543   -0.472    2.694
    3446  -12.256    0.753    2.272
    3447  -15.810    0.174    3.471
    3448  -16.257   -1.433    2.070
    3449  -16.459   -0.550    3.748
    3450  -14.774    1.023    2.245
    3451  -14.427   -1.329    5.067
    3452  -15.066    2.017    4.728
    3453  -15.474    2.897    3.401
    3454  -13.809    0.902    3.748
    3455  -15.413    0.030    1.663
    3456  -15.368    1.763    2.982
    3457  -15.686    0.172    3.349
    3458  -14.852   -0.262    0.639
    3459  -15.152   -0.573    2.456
    3460  -14.615    1.523    1.266
    3461  -14.925    0.187    0.893
    3462  -15.230   -3.464    3.730
    3463  -15.521    0.340    4.452
    3464  -15.378    0.966    3.712
    3465  -14.166   -3.508    1.732
    3466  -14.799    0.744    3.462
    3467  -13.821    0.062    3.851
    3468  -14.292   -2.428    4.319
    3469  -15.226    1.279    4.200
    3470  -15.136   -0.966    4.993
    3471  -16.961   -0.091    6.059
    3472  -17.085   -0.884    5.144
    3473  -13.935   -2.136    4.191
    3474  -14.971    1.632    4.232
    3475  -12.454    1.500    1.607
    3476  -16.154   -0.257    1.275
    3477  -15.686    2.321    4.056
    3478  -13.431    1.459    1.131
    3479  -15.156    2.245    1.799
    3480  -15.629    1.808    3.194
    3481  -14.817   -0.490    3.091
    3482  -15.034    2.921    1.272
    3483  -12.577   -1.752    2.968
    3484  -15.474    1.645    3.710
    3485  -15.995    2.633    1.758
    3486  -13.358    1.791   -0.320
    3487  -14.833   -1.767    2.126
    3488  -16.233   -0.102    3.598
    3489  -17.077   -0.856    3.120
    3490  -16.125    1.119    2.721
    3491  -16.383    2.123    1.440
    3492  -18.315    0.709    2.027
    3493  -15.844   -1.533    1.620
    3494  -15.826    2.040    1.377
    3495  -12.263   -0.408    2.152
    3496  -15.513    1.754    1.482
    3497  -15.771    0.129    4.626
    3498  -14.868    0.669    2.994
    3499  -14.748   -0.247    0.284
    3500  -12.529   -0.332    0.769
    3501  -14.812   -0.040    0.929
    3502  -13.349    0.650    3.033
    3503  -16.022    1.240    4.749
    3504  -13.626   -1.404    6.326
    3505  -15.950   -1.832    5.914
    3506  -15.470    0.064    3.441
    3507  -12.710    1.136    4.697
    3508  -13.539    4.394    1.429
    3509  -12.114   -0.734    3.352
    3510  -12.961   -1.786    3.545
    3511  -14.482   -0.198    1.784
    3512  -13.105    0.073    3.353
    3513  -15.173   -1.455    7.368
    3514  -10.242    0.303    1.113
    3515  -11.510   -1.329    7.522
    3516  -14.422    1.181    4.047
    3517  -14.335    2.491    6.368
    3518  -12.716    0.506    5.717
    3519  -15.488   -0.627    6.407
    3520  -12.043   -1.909    7.846
    3521  -15.125   -0.804    4.020
    3522  -12.601    0.096    5.406
    3523  -14.349    0.570    0.127
    3524  -14.825   -0.342   -0.747
    3525  -15.870   -0.147    0.399
    3526  -13.277    0.822   -1.175
    3527  -15.806   -1.652    0.415
    3528  -12.385   -0.506   -1.611
    3529  -14.073   -2.890    0.716
    3530  -10.784   -0.591   -0.730
    3531  -11.902   -1.636    2.961
    3532   -9.169    0.048    2.946
    3533  -10.568    1.147    2.026
    3534  -10.097    0.745   -0.073
    3535  -12.153    1.262    1.942
    3536  -12.211    2.728   -0.086
    3537  -10.447    0.698    3.703
    3538  -11.365    1.962    0.628
    3539  -16.917    2.266    0.826
    3540  -13.934   -0.050    1.078
    3541  -15.327   -1.888    2.121
    3542  -12.474    1.057    5.660
    3543  -12.860    2.012   -0.893
    3544  -14.472   -0.844    4.990
    3545  -13.416   -0.439    2.417
    3546  -14.841   -0.237    4.157
    3547  -14.061    2.146    2.927
    3548  -17.087   -0.708    1.952
    3549  -14.429    0.777    2.785
    3550  -14.459    1.078    2.667
    3551  -16.889    1.014    0.491
    3552  -15.448    1.943    2.435
    3553  -14.329    0.110    3.515
    3554  -12.558    0.860    1.114
    3555  -13.121    0.243    3.232
    3556  -16.711    2.215   -0.577
    3557  -15.409    0.640    2.158
    3558  -14.922    0.893    3.226
    3559  -13.967   -0.433    2.393
    3560  -14.366    0.016    2.456
    3561  -14.920    0.605    5.402
    3562  -16.377   -0.767    1.368
    3563  -14.559    0.669    0.969
    3564  -16.410   -1.565    1.956
    3565  -15.011    0.082    2.364
    3566  -15.699   -2.454    3.990
    3567  -17.222   -0.110    2.813
    3568  -15.040   -2.668    2.609
    3569  -13.049   -0.305    3.426
    3570  -16.746   -2.549    2.787
    3571  -15.522   -2.710    4.521
    3572  -15.779   -1.500    1.839
    3573  -14.947   -0.220    2.703
    3574  -15.230   -1.061    4.853
    3575  -14.279    0.356    1.585
    3576  -14.254    1.404    3.445
    3577  -15.516   -0.474    5.193
    3578  -16.148    1.431    4.109
    3579  -15.909    0.475    2.911
    3580  -16.363    0.591    1.418
    3581  -14.257   -1.978    3.419
    3582  -14.069   -2.399    1.820
    3583  -15.432    1.502    2.379
    3584  -15.273    0.595    4.560
    3585  -15.010   -0.576    2.312
    3586  -15.516   -0.060    4.133
    3587  -15.538    0.615    4.091
    3588  -14.918    0.188    3.377
    3589  -15.854   -2.500    1.733
    3590  -15.345   -1.314    0.751
    3591  -12.660    0.799    2.470
    3592  -14.281   -0.078    1.304
    3593  -14.281    0.468    1.026
    3594  -15.271    0.289    0.114
    3595  -14.716   -1.381    0.234
    3596  -14.680    0.306    2.451
    3597  -13.547    0.238    1.844
    3598  -16.744    0.922    2.483
    3599  -15.047    3.911    1.937
    3600  -14.240    2.128    0.250
    3601  -14.176    0.933    0.139
    3602  -13.817    3.130    1.467
    3603  -16.858    0.795    0.349
    3604  -14.825    0.989   -1.152
    3605  -15.660    2.228    1.625
    3606  -14.448    0.354    2.882
    3607  -12.822    0.942    4.127
    3608  -13.158    1.563    3.399
    3609  -16.440   -0.067    3.720
    3610  -15.546    0.164    3.328
    3611  -14.818    0.561    0.985
    3612  -16.912   -0.917    2.363
    3613  -15.078   -1.628    2.862
    3614  -15.152   -1.198    2.163
    3615  -16.117   -1.623    2.544
    3616  -11.925    2.163    5.717
    3617  -13.514    1.407    2.519
    3618  -15.126    2.299    2.594
    3619  -14.197   -0.218    0.445
    3620  -13.660   -1.702    2.868
    3621  -14.989   -1.126    2.129
    3622  -13.570   -0.771    1.624
    3623  -16.231    1.748    3.403
    3624  -14.303    2.771    2.384
    3625  -12.632   -1.269    2.677
    3626  -13.632   -1.276    3.793
    3627  -14.129    0.402    2.496
    3628  -15.073    0.131    0.544
    3629  -15.366   -0.254    2.237
    3630  -13.709    0.336    1.781
    3631  -15.383    0.841    4.036
    3632  -14.798    0.997    3.256
    3633  -12.479   -0.888    4.118
    3634  -13.889    1.288    3.771
    3635  -15.028   -1.222    2.489
    3636  -14.893    2.028    2.997
    3637  -15.453    1.196    2.027
    3638  -14.521    2.324    2.369
    3639  -14.096   -0.580    1.587
    3640  -16.416    0.878    1.921
    3641  -15.632    2.591    3.969
    3642  -13.625   -1.591    0.952
    3643  -12.837    4.188    2.526
    3644  -13.434    0.626    2.837
    3645  -14.618   -0.399    2.323
    3646  -13.009    0.998    3.939
    3647  -16.141    2.163    1.219
    3648  -11.001   -0.624    1.815
    3649  -12.809    0.455    3.211
    3650  -12.663   -0.830    2.903
    3651  -14.135    1.569    0.745
    3652  -12.106    0.187    0.099
    3653  -15.251   -0.067    1.261
    3654  -13.706   -0.386   -0.075
    3655  -13.999    0.367    0.561
    3656  -14.941    0.156    0.843
    3657  -13.847   -0.300    4.059
    3658  -14.148    0.915    5.681
    3659  -16.393    1.622    3.401
    3660  -14.444   -1.080    4.734
    3661  -15.999   -0.881    1.818
    3662  -16.695    0.726    2.724
    3663  -13.416    2.252    5.134
    3664  -14.763   -0.055    2.383
    3665  -14.183    2.724    1.670
    3666  -14.278    1.700    2.787
    3667  -14.917    1.688    2.032
    3668  -15.037    0.537    3.172
    3669  -14.602    0.093    1.950
    3670  -16.063   -0.925    3.161
    3671  -15.049    0.136    2.399
    3672  -15.814    0.702    2.498
    3673  -13.270   -1.081    2.721
    3674  -13.017    1.839    1.871
    3675  -10.795   -0.368    2.066
    3676  -14.457    2.265    0.606
    3677  -15.507   -0.387    1.165
    3678  -14.375    1.004    2.016
    3679  -14.254    0.147    2.812
    3680  -15.885   -0.110    1.225
    3681  -15.040   -2.371    3.180
    3682  -14.433   -1.436    2.065
    3683  -15.128    0.191    2.558
    3684  -15.219   -1.109    1.719
    3685  -15.836   -1.234    2.902
    3686  -13.368    0.936    5.276
    3687  -14.625   -0.802    6.894
    3688  -15.517   -1.200    7.634
    3689  -11.943    2.490    4.430
    3690  -16.980    1.761    1.548
    3691  -13.918   -0.970    1.749
    3692  -14.562    0.391    1.138
    3693  -14.824    1.780    2.670
    3694  -12.238   -0.927    0.908
    3695  -17.570    1.398    3.386
    3696  -15.419   -0.301    0.928
    3697  -15.055    1.642    1.182
    3698  -14.090    1.997    1.524
    3699  -15.078    0.236    1.985
    3700  -15.492    2.213    1.439
    3701  -15.379    1.190    4.220
    3702  -14.601    2.303    1.044
    3703  -15.142    0.241    0.068
    3704  -15.983    0.241    1.139
    3705  -14.617    0.688    0.124
    3706  -15.009    2.628   -0.403
    3707  -12.627   -0.806    1.223
    3708  -14.800   -0.260    0.225
    3709  -15.096    1.249    0.841
    3710  -15.121   -0.058    2.321
    3711  -13.853    0.995    3.652
    3712  -14.501   -1.268    2.788
    3713  -12.477    0.362    3.756
    3714  -16.513    0.557    4.207
    3715  -15.614    0.226    2.666
    3716  -15.128    0.776    1.313
    3717  -14.411    2.217    2.973
    3718  -14.452    1.003    2.129
    3719  -15.707   -1.121    2.884
    3720  -14.636   -0.246    1.805
    3721  -15.349   -0.000    3.477
    3722  -14.966    0.391    1.921
    3723  -16.366    0.465    2.706
    3724  -15.318    1.908    1.483
